Date,Overall Sentiment
2016-03-22,-1
2016-03-23,-1
2016-03-24,-1
2016-03-25,-1
2016-03-26,-1
2016-03-27,-1
2016-03-28,-1
2016-03-29,-1
2016-03-30,-1
